Object Unique ID,Level,File name,File use,Type of Resource,Language,Title,Subtitle,Translation,Variant,Variant,Variant,Begin date,Date:creation,End date,File name 2,File use 2,Identifier:filename,Identifier:local,Note:local attribution,Note:note,Note:note,Note:note,Note:note,Note:publication,Note:publication,Note:series,Subject:topic
http://library.ucsd.edu/ark:/20775/bb3311681m,Object,20775-bb3311681m-0-1.pdf,document-service,text,,The New Indicator,,,Natty Dread,,,1978-04-18,"April 18-May 2, 1978",1978-05-02,20775-bb3311681m-0-2.tgz,document-source,ni_APRIL_18_MAY_2_1978.pdf,,"Special Collections & Archives, UC San Diego, La Jolla, 92093-0175 (http://libraries.ucsd.edu/collections/sca/)","""A collectively produced university-community newspaper, distributed to San Diego County college campuses and selected community action/human services organizations.""","Description based on: Vol. 7, no. 5 (Nov. 17-Dec. 1, 1981); Latest issue consulted: Vol. 17, no. 10 (Apr. 23, 1992)",PDF file includes photographs,,"La Jolla, CA","Vol. 1, no. 7 (Feb. 17, 1976)-","Volume 3, Issue 13",
http://library.ucsd.edu/ark:/20775/bb4540357n,Object,20775-bb4540357n-0-1.pdf,document-service,text,,The New Indicator,,,Natty Dread,,,1979-03-20,"March 20-April 2, 1979",1979-04-02,20775-bb4540357n-0-2.tgz,document-source,ni_MARCH_20_APRIL_2_1979.pdf,,"Special Collections & Archives, UC San Diego, La Jolla, 92093-0175 (http://libraries.ucsd.edu/collections/sca/)","Description based on: Vol. 7, no. 5 (Nov. 17-Dec. 1, 1981); Latest issue consulted: Vol. 17, no. 10 (Apr. 23, 1992)",PDF file includes photographs,"""A collectively produced university-community newspaper, distributed to San Diego County college campuses and selected community action/human services organizations.""",,"La Jolla, CA","Vol. 1, no. 7 (Feb. 17, 1976)-","Volume 4, Issue 11",
http://library.ucsd.edu/ark:/20775/bb8328790v,Object,20775-bb8328790v-0-1.pdf,document-service,text,,The Indicator,,,Third World,,,1968-04-10,"April 10, 1968",1968-04-10,20775-bb8328790v-0-2.tgz,document-source,in_APRIL_10_1968.pdf,,"Special Collections & Archives, UC San Diego, La Jolla, 92093-0175 (http://libraries.ucsd.edu/collections/sca/)",PDF file includes photographs,Volume numbering irregular. Later issues lack numbering,,,"Began with Sept. 30, 1966 issue","La Jolla, CA","Volume 3, Issue 1",
http://library.ucsd.edu/ark:/20775/bb6212739s,Object,20775-bb6212739s-0-1.pdf,document-service,text,,California Review,,,,,,1985-11-01,November-December 1985,1985-12-31,20775-bb6212739s-0-2.tgz,document-source,cr_NOVEMBER_DECEMBER_1985.pdf,,"Special Collections & Archives, UC San Diego, La Jolla, 92093-0175 (http://libraries.ucsd.edu/collections/sca/)",PDF file includes photographs,"""A Conservative journal."" Imprint varies. Published: La Jolla, Calif., Oct. 1983-",,,"La Jolla, CA","Vol. 1, no. 1 (May 24, 1982)-","Volume 5, Issue 2",
http://library.ucsd.edu/ark:/20775/bb8772477z,Object,20775-bb8772477z-0-1.pdf,document-service,text,,Sandscript,,,,,,1965-02-10,"February 10, 1965",1965-02-10,20775-bb8772477z-0-2.tgz,document-source,sa_FEBRUARY_10_1965.pdf,,"Special Collections & Archives, UC San Diego, La Jolla, 92093-0175 (http://libraries.ucsd.edu/collections/sca/)",PDF file includes photographs,"""UCSD's first weekly student newspaper."" Frequent irregularities in numbering",,,"Vol. 1, no. 1 (10 Feb. 1965)- Ceased with issue for June 1966","La Jolla, CA","Volume 1, Issue 1",
http://library.ucsd.edu/ark:/20775/bb41990561,Object,20775-bb41990561-0-1.pdf,document-service,text,,The New Indicator,,,Natty Dread,,,1977-11-22,"November 22-December 5, 1977",1977-12-05,20775-bb41990561-0-2.tgz,document-source,ni_NOVEMBER_22_DECEMBER_5_1977.pdf,,"Special Collections & Archives, UC San Diego, La Jolla, 92093-0175 (http://libraries.ucsd.edu/collections/sca/)","""A collectively produced university-community newspaper, distributed to San Diego County college campuses and selected community action/human services organizations.""",PDF file includes photographs,"Description based on: Vol. 7, no. 5 (Nov. 17-Dec. 1, 1981); Latest issue consulted: Vol. 17, no. 10 (Apr. 23, 1992)",,"Vol. 1, no. 7 (Feb. 17, 1976)-","La Jolla, CA","Volume 3, Issue 5",
http://library.ucsd.edu/ark:/20775/bb79874925,Object,20775-bb79874925-0-1.pdf,document-service,text,,The New Indicator,,,Natty Dread,,,1978-02-21,"February 21-March 6, 1978",1978-03-06,20775-bb79874925-0-2.tgz,document-source,ni_FEBRUARY_21_MARCH_6_1978.pdf,,"Special Collections & Archives, UC San Diego, La Jolla, 92093-0175 (http://libraries.ucsd.edu/collections/sca/)",PDF file includes photographs,"""A collectively produced university-community newspaper, distributed to San Diego County college campuses and selected community action/human services organizations.""","Description based on: Vol. 7, no. 5 (Nov. 17-Dec. 1, 1981); Latest issue consulted: Vol. 17, no. 10 (Apr. 23, 1992)",,"La Jolla, CA","Vol. 1, no. 7 (Feb. 17, 1976)-","Volume 3, Issue 10",
http://library.ucsd.edu/ark:/20775/bb6792937d,Object,20775-bb6792937d-0-1.pdf,document-service,text,,The New Indicator,,,Natty Dread,,,1991-01-02,"January 2, 1991",1991-01-02,20775-bb6792937d-0-2.tgz,document-source,ni_JAN_2_1991.pdf,,"Special Collections & Archives, UC San Diego, La Jolla, 92093-0175 (http://libraries.ucsd.edu/collections/sca/)",PDF file includes photographs,"Description based on: Vol. 7, no. 5 (Nov. 17-Dec. 1, 1981); Latest issue consulted: Vol. 17, no. 10 (Apr. 23, 1992)","""A collectively produced university-community newspaper, distributed to San Diego County college campuses and selected community action/human services organizations.""",,"La Jolla, CA","Vol. 1, no. 7 (Feb. 17, 1976)-","Volume 16, Issue 7",
http://library.ucsd.edu/ark:/20775/bb5188828q,Object,20775-bb5188828q-0-1.pdf,document-service,text,,The New Indicator,,,Natty Dread,,,1987-04-13,"April 13-May 5, 1987",1987-05-05,20775-bb5188828q-0-2.tgz,document-source,ni_APRIL_13-MAY_5_1987.pdf,,"Special Collections & Archives, UC San Diego, La Jolla, 92093-0175 (http://libraries.ucsd.edu/collections/sca/)",PDF file includes photographs,"""A collectively produced university-community newspaper, distributed to San Diego County college campuses and selected community action/human services organizations.""","Description based on: Vol. 7, no. 5 (Nov. 17-Dec. 1, 1981); Latest issue consulted: Vol. 17, no. 10 (Apr. 23, 1992)",,"Vol. 1, no. 7 (Feb. 17, 1976)-","La Jolla, CA","Volume 12, Issue 12",
http://library.ucsd.edu/ark:/20775/bb85335700,Object,20775-bb85335700-0-1.pdf,document-service,text,,Revellations,,,,,,1982-12-01,Winter 1982,1982-02-28,20775-bb85335700-0-2.tgz,document-source,re_WINTER_1982_VOL_8_ISSUE_6.pdf,,"Special Collections & Archives, UC San Diego, La Jolla, 92093-0175 (http://libraries.ucsd.edu/collections/sca/)","Numbering is irregular: Vols. for 1976-1978, Fall 1980-Spring 1983, and Oct. 11, 1990- have both volume and issue numbering. Vols. for 1979-spring 1980 and Oct. 1986-Oct. 8, 1990 have issue numbering only. Some issues lack numbering.","""Revellations is a student publication by the students for the students of Revelle College.""; Description based on: Issue 1 (Oct. 30, 1991)",Latest issue consulted: Vol. 18-1 (fall 1995),PDF file includes photographs,"La Jolla, CA",,"Volume 8, Issue 6",
http://library.ucsd.edu/ark:/20775/bb5427740f,Object,20775-bb5427740f-0-1.pdf,document-service,text,,The New Indicator,,,Natty Dread,,,1986-10-07,"October 7-20, 1986",1986-10-20,20775-bb5427740f-0-2.tgz,document-source,ni_OCTOBER_7-20_1986.pdf,,"Special Collections & Archives, UC San Diego, La Jolla, 92093-0175 (http://libraries.ucsd.edu/collections/sca/)",PDF file includes photographs,"Description based on: Vol. 7, no. 5 (Nov. 17-Dec. 1, 1981); Latest issue consulted: Vol. 17, no. 10 (Apr. 23, 1992)","""A collectively produced university-community newspaper, distributed to San Diego County college campuses and selected community action/human services organizations.""",,"Vol. 1, no. 7 (Feb. 17, 1976)-","La Jolla, CA","Volume 12, Issue 2",
http://library.ucsd.edu/ark:/20775/bb5871431x,Object,20775-bb5871431x-0-1.pdf,document-service,text,,Sandscript,,,,,,1965-03-19,"March 19, 1965",1965-03-19,20775-bb5871431x-0-2.tgz,document-source,sa_MARCH_19_1965.pdf,,"Special Collections & Archives, UC San Diego, La Jolla, 92093-0175 (http://libraries.ucsd.edu/collections/sca/)","""UCSD's first weekly student newspaper."" Frequent irregularities in numbering",PDF file includes photographs,,,"Vol. 1, no. 1 (10 Feb. 1965)- Ceased with issue for June 1966","La Jolla, CA","Volume 1, Issue 6",
http://library.ucsd.edu/ark:/20775/bb6622290j,Object,20775-bb6622290j-0-1.pdf,document-service,text,,Sandscript,,,,,,1965-03-03,"March 3, 1965",1965-03-03,20775-bb6622290j-0-2.tgz,document-source,sa_MARCH_3_1965.pdf,,"Special Collections & Archives, UC San Diego, La Jolla, 92093-0175 (http://libraries.ucsd.edu/collections/sca/)","""UCSD's first weekly student newspaper."" Frequent irregularities in numbering",PDF file includes photographs,,,"Vol. 1, no. 1 (10 Feb. 1965)- Ceased with issue for June 1966","La Jolla, CA","Volume 1, Issue 4",
http://library.ucsd.edu/ark:/20775/bb33116803,Object,20775-bb33116803-0-1.pdf,document-service,text,,People's Voice,,,,,,1987-09-01,Fall 1987,1987-11-30,,,pv_FALL_1987.pdf,,"Special Collections & Archives, UC San Diego, La Jolla, 92093-0175 (http://libraries.ucsd.edu/collections/sca/)","""Forum for the collection and presentation of the view of the Black community at UCSD.""; Issued in conjunction with the Black Student Union",PDF file includes photographs,,,"Vol. 1, no. 1 (May 8, 1978)-","La Jolla, CA",,
http://library.ucsd.edu/ark:/20775/bb1366268t,Object,20775-bb1366268t-0-1.pdf,document-service,text,,The New Indicator,,,Natty Dread,,,1989-02-06,"February 6-20, 1989",1989-02-20,20775-bb1366268t-0-2.tgz,document-source,ni_FEB_6-20_1989.pdf,,"Special Collections & Archives, UC San Diego, La Jolla, 92093-0175 (http://libraries.ucsd.edu/collections/sca/)",PDF file includes photographs,"Description based on: Vol. 7, no. 5 (Nov. 17-Dec. 1, 1981); Latest issue consulted: Vol. 17, no. 10 (Apr. 23, 1992)","""A collectively produced university-community newspaper, distributed to San Diego County college campuses and selected community action/human services organizations.""",,"La Jolla, CA","Vol. 1, no. 7 (Feb. 17, 1976)-","Volume 14, Issue 8",
http://library.ucsd.edu/ark:/20775/bb96257297,Object,20775-bb96257297-0-1.pdf,document-service,text,,Revellations,,,,,,1987-03-13,"March 13, 1987",1987-03-13,20775-bb96257297-0-2.tgz,document-source,re_MARCH_13_1987_ISSUE_10.pdf,,"Special Collections & Archives, UC San Diego, La Jolla, 92093-0175 (http://libraries.ucsd.edu/collections/sca/)","""Revellations is a student publication by the students for the students of Revelle College.""; Description based on: Issue 1 (Oct. 30, 1991)",Latest issue consulted: Vol. 18-1 (fall 1995),"Numbering is irregular: Vols. for 1976-1978, Fall 1980-Spring 1983, and Oct. 11, 1990- have both volume and issue numbering. Vols. for 1979-spring 1980 and Oct. 1986-Oct. 8, 1990 have issue numbering only. Some issues lack numbering.",PDF file includes photographs,"La Jolla, CA",,"Volume 9, Issue 10",
http://library.ucsd.edu/ark:/20775/bb2936249m,Object,20775-bb2936249m-0-1.pdf,document-service,text,,Revellations,,,,,,1991-03-01,March 1991,1991-03-31,20775-bb2936249m-0-2.tgz,document-source,re_MARCH_1991_VOL_13_ISSUE_6.pdf,,"Special Collections & Archives, UC San Diego, La Jolla, 92093-0175 (http://libraries.ucsd.edu/collections/sca/)",PDF file includes photographs,"Numbering is irregular: Vols. for 1976-1978, Fall 1980-Spring 1983, and Oct. 11, 1990- have both volume and issue numbering. Vols. for 1979-spring 1980 and Oct. 1986-Oct. 8, 1990 have issue numbering only. Some issues lack numbering.",Latest issue consulted: Vol. 18-1 (fall 1995),"""Revellations is a student publication by the students for the students of Revelle College.""; Description based on: Issue 1 (Oct. 30, 1991)","La Jolla, CA",,"Volume 13, Issue 6",
http://library.ucsd.edu/ark:/20775/bb4199057j,Object,20775-bb4199057j-0-1.pdf,document-service,text,,California Review,,,,,,1983-10-01,October 1983,1983-10-31,20775-bb4199057j-0-2.tgz,document-source,cr_OCTOBER_1983.pdf,,"Special Collections & Archives, UC San Diego, La Jolla, 92093-0175 (http://libraries.ucsd.edu/collections/sca/)","""A Conservative journal."" Imprint varies. Published: La Jolla, Calif., Oct. 1983-",PDF file includes photographs,,,"Vol. 1, no. 1 (May 24, 1982)-","La Jolla, CA","Volume 3, Issue 1",
http://library.ucsd.edu/ark:/20775/bb81922699,Object,20775-bb81922699-0-1.pdf,document-service,text,,The New Indicator,,,Natty Dread,,,1981-02-03,"February 3-16, 1981",1981-02-16,20775-bb81922699-0-2.tgz,document-source,ni_FEBRUARY_3-16_1981.pdf,,"Special Collections & Archives, UC San Diego, La Jolla, 92093-0175 (http://libraries.ucsd.edu/collections/sca/)",PDF file includes photographs,"""A collectively produced university-community newspaper, distributed to San Diego County college campuses and selected community action/human services organizations.""","Description based on: Vol. 7, no. 5 (Nov. 17-Dec. 1, 1981); Latest issue consulted: Vol. 17, no. 10 (Apr. 23, 1992)",,"Vol. 1, no. 7 (Feb. 17, 1976)-","La Jolla, CA","Volume 6, Issue 9",
http://library.ucsd.edu/ark:/20775/bb48134006,Object,20775-bb48134006-0-1.pdf,document-service,text,,Momentum,,,,,,1992-06-01,June 1992,1992-06-30,20775-bb48134006-0-2.tgz,document-source,mo_JUNE_1992.pdf,,"Special Collections & Archives, UC San Diego, La Jolla, 92093-0175 (http://libraries.ucsd.edu/collections/sca/)","""A forum for Asian and Pacific Islander issues.""",PDF file includes photographs,"Description based on: Vol.1, no.1 (fall 1991); title from masthead; Latest issue consulted: Vol. 3, no. 3 (May 1994)",,"La Jolla, CA","Began with vol.1, no.1 (fall 1991)","Volume 1, Issue 5",
http://library.ucsd.edu/ark:/20775/bb69977179,Object,20775-bb69977179-0-1.pdf,document-service,text,,The New Indicator,,,Natty Dread,,,1982-11-02,"November 2-18, 1982",1982-11-18,20775-bb69977179-0-2.tgz,document-source,ni_NOV_2-18_1982.pdf,,"Special Collections & Archives, UC San Diego, La Jolla, 92093-0175 (http://libraries.ucsd.edu/collections/sca/)","""A collectively produced university-community newspaper, distributed to San Diego County college campuses and selected community action/human services organizations.""",PDF file includes photographs,"Description based on: Vol. 7, no. 5 (Nov. 17-Dec. 1, 1981); Latest issue consulted: Vol. 17, no. 10 (Apr. 23, 1992)",,"Vol. 1, no. 7 (Feb. 17, 1976)-","La Jolla, CA","Volume 8, Issue 4",
http://library.ucsd.edu/ark:/20775/bb5359479t,Object,20775-bb5359479t-0-1.pdf,document-service,text,,Revellations,,,,,,1983-12-01,Winter 1983,1983-02-28,20775-bb5359479t-0-2.tgz,document-source,re_WINTER_1983_VOL_9_ISSUE_6.pdf,,"Special Collections & Archives, UC San Diego, La Jolla, 92093-0175 (http://libraries.ucsd.edu/collections/sca/)","Numbering is irregular: Vols. for 1976-1978, Fall 1980-Spring 1983, and Oct. 11, 1990- have both volume and issue numbering. Vols. for 1979-spring 1980 and Oct. 1986-Oct. 8, 1990 have issue numbering only. Some issues lack numbering.","""Revellations is a student publication by the students for the students of Revelle College.""; Description based on: Issue 1 (Oct. 30, 1991)",PDF file includes photographs,Latest issue consulted: Vol. 18-1 (fall 1995),"La Jolla, CA",,"Volume 9, Issue 6",
http://library.ucsd.edu/ark:/20775/bb18440881,Object,20775-bb18440881-0-1.pdf,document-service,text,,The New Indicator,,,Natty Dread,,,1976-05-11,"May 11-17, 1976",1976-05-17,20775-bb18440881-0-2.tgz,document-source,ni_MAY_11-17_1976.pdf,,"Special Collections & Archives, UC San Diego, La Jolla, 92093-0175 (http://libraries.ucsd.edu/collections/sca/)",PDF file includes photographs,"Description based on: Vol. 7, no. 5 (Nov. 17-Dec. 1, 1981); Latest issue consulted: Vol. 17, no. 10 (Apr. 23, 1992)","""A collectively produced university-community newspaper, distributed to San Diego County college campuses and selected community action/human services organizations.""",,"Vol. 1, no. 7 (Feb. 17, 1976)-","La Jolla, CA","Volume 1, Issue 14",
http://library.ucsd.edu/ark:/20775/bb7953357k,Object,20775-bb7953357k-0-1.pdf,document-service,text,,The New Indicator,,,Natty Dread,,,1981-09-22,"September 22-October 5, 1981",1981-10-05,20775-bb7953357k-0-2.tgz,document-source,ni_SEPTEMBER_22_OCTOBER_5_1981.pdf,,"Special Collections & Archives, UC San Diego, La Jolla, 92093-0175 (http://libraries.ucsd.edu/collections/sca/)",PDF file includes photographs,"Description based on: Vol. 7, no. 5 (Nov. 17-Dec. 1, 1981); Latest issue consulted: Vol. 17, no. 10 (Apr. 23, 1992)","""A collectively produced university-community newspaper, distributed to San Diego County college campuses and selected community action/human services organizations.""",,"Vol. 1, no. 7 (Feb. 17, 1976)-","La Jolla, CA","Volume 7, Issue 1",
http://library.ucsd.edu/ark:/20775/bb1878217t,Object,20775-bb1878217t-0-1.pdf,document-service,text,,The New Indicator,,,Natty Dread,,,1987-10-13,"October 13-26, 1987",1987-10-26,20775-bb1878217t-0-2.tgz,document-source,ni_OCT_13-26_1987.pdf,,"Special Collections & Archives, UC San Diego, La Jolla, 92093-0175 (http://libraries.ucsd.edu/collections/sca/)","""A collectively produced university-community newspaper, distributed to San Diego County college campuses and selected community action/human services organizations.""",PDF file includes photographs,"Description based on: Vol. 7, no. 5 (Nov. 17-Dec. 1, 1981); Latest issue consulted: Vol. 17, no. 10 (Apr. 23, 1992)",,"La Jolla, CA","Vol. 1, no. 7 (Feb. 17, 1976)-","Volume 13, Issue 1",
http://library.ucsd.edu/ark:/20775/bb6007946m,Object,20775-bb6007946m-0-1.pdf,document-service,text,,The New Indicator,,,Natty Dread,,,1976-06-01,Summer 1976,1976-08-31,20775-bb6007946m-0-2.tgz,document-source,ni_SUMMER_1976.pdf,,"Special Collections & Archives, UC San Diego, La Jolla, 92093-0175 (http://libraries.ucsd.edu/collections/sca/)","Description based on: Vol. 7, no. 5 (Nov. 17-Dec. 1, 1981); Latest issue consulted: Vol. 17, no. 10 (Apr. 23, 1992)",PDF file includes photographs,"""A collectively produced university-community newspaper, distributed to San Diego County college campuses and selected community action/human services organizations.""",,"Vol. 1, no. 7 (Feb. 17, 1976)-","La Jolla, CA","Volume 1, Issue 18",
http://library.ucsd.edu/ark:/20775/bb6690548f,Object,20775-bb6690548f-0-1.pdf,document-service,text,,Momentum,,,,,,1992-02-01,February-March 1992,1992-03-31,20775-bb6690548f-0-2.tgz,document-source,mo_FEBRUARY_MARCH_1992.pdf,,"Special Collections & Archives, UC San Diego, La Jolla, 92093-0175 (http://libraries.ucsd.edu/collections/sca/)","""A forum for Asian and Pacific Islander issues.""",PDF file includes photographs,"Description based on: Vol.1, no.1 (fall 1991); title from masthead; Latest issue consulted: Vol. 3, no. 3 (May 1994)",,"Began with vol.1, no.1 (fall 1991)","La Jolla, CA","Volume 1, Issue 3",
http://library.ucsd.edu/ark:/20775/bb36188510,Object,20775-bb36188510-0-1.pdf,document-service,text,,The New Indicator,,,Natty Dread,,,1985-01-08,"January 8-January 21, 1985",1985-01-21,20775-bb36188510-0-2.tgz,document-source,ni_JAN_8-21_1985.pdf,,"Special Collections & Archives, UC San Diego, La Jolla, 92093-0175 (http://libraries.ucsd.edu/collections/sca/)","Description based on: Vol. 7, no. 5 (Nov. 17-Dec. 1, 1981); Latest issue consulted: Vol. 17, no. 10 (Apr. 23, 1992)",PDF file includes photographs,"""A collectively produced university-community newspaper, distributed to San Diego County college campuses and selected community action/human services organizations.""",,"La Jolla, CA","Vol. 1, no. 7 (Feb. 17, 1976)-","Volume 10, Issue 6",
http://library.ucsd.edu/ark:/20775/bb8124009p,Object,20775-bb8124009p-0-1.pdf,document-service,text,,Revellations,,,,,,1980-09-01,Fall 1980,1980-11-30,20775-bb8124009p-0-2.tgz,document-source,re_FALL_1980_VOLUME_7_ISSUE_2.pdf,,"Special Collections & Archives, UC San Diego, La Jolla, 92093-0175 (http://libraries.ucsd.edu/collections/sca/)",PDF file includes photographs,"""Revellations is a student publication by the students for the students of Revelle College.""; Description based on: Issue 1 (Oct. 30, 1991)","Numbering is irregular: Vols. for 1976-1978, Fall 1980-Spring 1983, and Oct. 11, 1990- have both volume and issue numbering. Vols. for 1979-spring 1980 and Oct. 1986-Oct. 8, 1990 have issue numbering only. Some issues lack numbering.",Latest issue consulted: Vol. 18-1 (fall 1995),"La Jolla, CA",,"Volume 7, Issue 2",
http://library.ucsd.edu/ark:/20775/bb30045103,Object,20775-bb30045103-0-1.pdf,document-service,text,,The New Indicator,,,Natty Dread,,,1991-06-01,"June/July, 1991",1991-07-31,20775-bb30045103-0-2.tgz,document-source,ni_JUNE_JULY_1991.pdf,,"Special Collections & Archives, UC San Diego, La Jolla, 92093-0175 (http://libraries.ucsd.edu/collections/sca/)","""A collectively produced university-community newspaper, distributed to San Diego County college campuses and selected community action/human services organizations.""",PDF file includes photographs,"Description based on: Vol. 7, no. 5 (Nov. 17-Dec. 1, 1981); Latest issue consulted: Vol. 17, no. 10 (Apr. 23, 1992)",,"Vol. 1, no. 7 (Feb. 17, 1976)-","La Jolla, CA","Volume 16, Issue 14",
http://library.ucsd.edu/ark:/20775/bb9113779q,Object,20775-bb9113779q-0-1.pdf,document-service,text,,The New Indicator,,,Natty Dread,,,1983-02-15,"February 15-28, 1983",1983-02-28,20775-bb9113779q-0-2.tgz,document-source,ni_FEB_15-28_1983.pdf,,"Special Collections & Archives, UC San Diego, La Jolla, 92093-0175 (http://libraries.ucsd.edu/collections/sca/)","Description based on: Vol. 7, no. 5 (Nov. 17-Dec. 1, 1981); Latest issue consulted: Vol. 17, no. 10 (Apr. 23, 1992)",PDF file includes photographs,"""A collectively produced university-community newspaper, distributed to San Diego County college campuses and selected community action/human services organizations.""",,"Vol. 1, no. 7 (Feb. 17, 1976)-","La Jolla, CA","Volume 8, Issue 10",
http://library.ucsd.edu/ark:/20775/bb5700776c,Object,20775-bb5700776c-0-1.pdf,document-service,text,,The New Indicator,,,Natty Dread,,,1982-03-03,"March 3-16, 1982",1982-03-16,20775-bb5700776c-0-2.tgz,document-source,ni_MARCH_3-16_1982.pdf,,"Special Collections & Archives, UC San Diego, La Jolla, 92093-0175 (http://libraries.ucsd.edu/collections/sca/)","""A collectively produced university-community newspaper, distributed to San Diego County college campuses and selected community action/human services organizations.""",PDF file includes photographs,"Description based on: Vol. 7, no. 5 (Nov. 17-Dec. 1, 1981); Latest issue consulted: Vol. 17, no. 10 (Apr. 23, 1992)",,"La Jolla, CA","Vol. 1, no. 7 (Feb. 17, 1976)-","Volume 7, Issue 11",
http://library.ucsd.edu/ark:/20775/bb1536917k,Object,20775-bb1536917k-0-1.pdf,document-service,text,,The New Indicator,,,Natty Dread,,,1986-04-29,"April 29-May 12, 1986",1986-05-12,20775-bb1536917k-0-2.tgz,document-source,ni_APRIL_29-MAY_12_1986.pdf,,"Special Collections & Archives, UC San Diego, La Jolla, 92093-0175 (http://libraries.ucsd.edu/collections/sca/)","""A collectively produced university-community newspaper, distributed to San Diego County college campuses and selected community action/human services organizations.""",PDF file includes photographs,"Description based on: Vol. 7, no. 5 (Nov. 17-Dec. 1, 1981); Latest issue consulted: Vol. 17, no. 10 (Apr. 23, 1992)",,"Vol. 1, no. 7 (Feb. 17, 1976)-","La Jolla, CA","Volume 11, Issue 14",
http://library.ucsd.edu/ark:/20775/bb07519300,Object,20775-bb07519300-0-1.pdf,document-service,text,,The New Indicator,,,Natty Dread,,,1989-01-03,"Janauary 3-16, 1989",1989-01-16,20775-bb07519300-0-2.tgz,document-source,ni_JAN_3-16_1989.pdf,,"Special Collections & Archives, UC San Diego, La Jolla, 92093-0175 (http://libraries.ucsd.edu/collections/sca/)",PDF file includes photographs,"""A collectively produced university-community newspaper, distributed to San Diego County college campuses and selected community action/human services organizations.""","Description based on: Vol. 7, no. 5 (Nov. 17-Dec. 1, 1981); Latest issue consulted: Vol. 17, no. 10 (Apr. 23, 1992)",,"La Jolla, CA","Vol. 1, no. 7 (Feb. 17, 1976)-","Volume 14, Issue 6",
http://library.ucsd.edu/ark:/20775/bb6792938x,Object,20775-bb6792938x-0-1.pdf,document-service,text,,The Revelle Times,,,,,,1966-01-01,"January 1, 1966-February 28, 1966",1966-02-28,20775-bb6792938x-0-2.tgz,document-source,rt_VOLUME_1_ISSUE_1.pdf,,"Special Collections & Archives, UC San Diego, La Jolla, 92093-0175 (http://libraries.ucsd.edu/collections/sca/)",PDF file includes photographs,"Vol. 1, no. 1 without date but issued Feb. 1966?; Issued by: Revelle College",,,"La Jolla, CA","Vol. 1, no. 1-v. 2, no. 3 (20 May 1966)","Volume 1, Issue 1",
http://library.ucsd.edu/ark:/20775/bb1605180j,Object,20775-bb1605180j-0-1.pdf,document-service,text,,The New Indicator,,,Natty Dread,,,1982-01-19,"January 19-February 1, 1982",1982-02-01,20775-bb1605180j-0-2.tgz,document-source,ni_JANUARY_19_FEBRUARY_1_1982.pdf,,"Special Collections & Archives, UC San Diego, La Jolla, 92093-0175 (http://libraries.ucsd.edu/collections/sca/)",PDF file includes photographs,"""A collectively produced university-community newspaper, distributed to San Diego County college campuses and selected community action/human services organizations.""","Description based on: Vol. 7, no. 5 (Nov. 17-Dec. 1, 1981); Latest issue consulted: Vol. 17, no. 10 (Apr. 23, 1992)",,"Vol. 1, no. 7 (Feb. 17, 1976)-","La Jolla, CA","Volume 7, Issue 8",
http://library.ucsd.edu/ark:/20775/bb6929460x,Object,20775-bb6929460x-0-1.pdf,document-service,text,,The New Indicator,,,Natty Dread,,,1982-11-16,"November 16-29, 1982",1982-11-29,20775-bb6929460x-0-2.tgz,document-source,ni_NOV_16-29_1982.pdf,,"Special Collections & Archives, UC San Diego, La Jolla, 92093-0175 (http://libraries.ucsd.edu/collections/sca/)","""A collectively produced university-community newspaper, distributed to San Diego County college campuses and selected community action/human services organizations.""","Description based on: Vol. 7, no. 5 (Nov. 17-Dec. 1, 1981); Latest issue consulted: Vol. 17, no. 10 (Apr. 23, 1992)",PDF file includes photographs,,"La Jolla, CA","Vol. 1, no. 7 (Feb. 17, 1976)-","Volume 8, Issue 5",
http://library.ucsd.edu/ark:/20775/bb3175158s,Object,20775-bb3175158s-0-1.pdf,document-service,text,,The New Indicator,,,Natty Dread,,,1988-03-04,4-March 1988,1988-03-04,20775-bb3175158s-0-2.tgz,document-source,ni_MARCH_4_1988.pdf,,"Special Collections & Archives, UC San Diego, La Jolla, 92093-0175 (http://libraries.ucsd.edu/collections/sca/)",PDF file includes photographs,"""A collectively produced university-community newspaper, distributed to San Diego County college campuses and selected community action/human services organizations.""","Description based on: Vol. 7, no. 5 (Nov. 17-Dec. 1, 1981); Latest issue consulted: Vol. 17, no. 10 (Apr. 23, 1992)",,"La Jolla, CA","Vol. 1, no. 7 (Feb. 17, 1976)-","Volume 13, Issue 7",
http://library.ucsd.edu/ark:/20775/bb6588158q,Object,20775-bb6588158q-0-1.pdf,document-service,text,,Momentum,,,,,,1991-09-01,Fall 1991,1991-11-30,20775-bb6588158q-0-2.tgz,document-source,mo_FALL_1991.pdf,,"Special Collections & Archives, UC San Diego, La Jolla, 92093-0175 (http://libraries.ucsd.edu/collections/sca/)","Description based on: Vol.1, no.1 (fall 1991); title from masthead; Latest issue consulted: Vol. 3, no. 3 (May 1994)","""A forum for Asian and Pacific Islander issues.""",PDF file includes photographs,,"Began with vol.1, no.1 (fall 1991)","La Jolla, CA","Volume 1, Issue 1",
